,sentence,label
342818,Good morning all! Running behind this a.m. Got a surprise migraine last night and popped some percocets. Need coffee!  no headache tho! ,1
979709,"i think im insomic,I cant sleep ",0
1477820,If your Google search returns a result that you suspect is spam! http://tr.im/jaGP ,1
1483710,@TYRESE4REAL http://twitpic.com/7iag0 - Lookin sharp ,1
1313352,i miss someone very badly.  ♥,0
150829,@stevenshehori Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip ,1
628074,packing. ,0
355833,"Playing our last NZ show tonight at Mighty Mighty, last chance to hate/love/experience ",1
312936,Finally changed that profile pic with a uniform on it  Awwww England are out of the cricket they just got beat by West Indies oh wells x,1
861231,#iranelection Americans can learn a lot from watching the events in Tehran. Behold the sacrifice all patriots must make for true freedom! ,0
417181,Heyyyy @HoLLy_FN_HoTT how you doin shawty? ,1
953444,@GIOVANNIthaKING lol awe  boooo! That sucks! This is intense no joke!,0
396940,@candyliciously *hugs back* missing our chats ,1
132384,"Oh Argentina, so many sexy men and so little time haha God I love the gym ",1
525688,why dont ppl ever have there phones on when u need to call them....whats the point in having a phone if ur not going to use it ,0
1528637,I just returned from my uncles rosary ,0
1524282,About to watch the Turkish GP should be a good race. Shame we haven't got the Turkish weather here tho ,0
190236,@jamesrollins Also there is a shout out to you under inside the novel on my website for Skywalker.  How you like it. www.heathfox.com ,1
55420,"I HATE my alarm clock, it's been going off every hour haven't slept at all ",0
1243213,"I almost forgot I had a Berocca this morning, then i peed ",1
204497,"@JYoungS2TS Yaay! I was supposed to go, but I missed it ",0
1037469,is with my seester ,1
1079850,@Rebekaaa  it really is. It's fucking glorious sunshine now -.-,1
27972,@gen224 That's either very sweet or very scary. ,0
1481451,enjoying my coffee with this super delicious cookie ,1
1230506,"@as12x  - If it makes you feel better, I had trouble sleeping last night too. ",0
828804,Out and about. I miss my best friend ,0
65282,These 16 hours are kicking my butt! I wanna go home but i still have 3 more hours of work left ,0
1536238,bad night.  i kept waking up. maths exam now. crap. i think i'll be ok though. x,0
815407,Sending last-minute comments to brochure designer. Poor brochure designer ,0
860793,Wishes she could go see Varsity Fanclub today!!!! ,0
904365,electronics exam at 1pm ,0
1349699,@sparklestar17 hahaha! I wanted to get an IORG shirt when I went to Fresno but they had packed up all the merch ,0
861055,"Doing much better today and keeping busy with school work.  It's georgeous out there, hope it's nice where ever you are! ",1
943814,@Hicksdesign ,0
781146,chilling at home with a bad foot ,0
204623,wish i was watching crank 2  http://tinyurl.com/cc7thw,0
358628,have a freaking good friday nite peeps esp @justads @pottymouthmama and techno wiz today  @dzgraphicdesign...and @DHughesy - will they??,1
1514095,I'm having a meltdown ,0
36137,"rats, my MBP's left fan needs replacing, was hoping it was a loose wire like someone told me it could be ",0
339760,i Miss Akeira Sooo Much ,0
776297,I wish the hills started here tonight aswell ,0
303375,"@djalewis I'm more of a Saturday morning person in Tesco, much more civilised than most evenings ",1
1498722,@bengribbin My lovely girlfriend wrote that @kassy4 great post ,1
799147,"@ShaunetteKamiel LoL... I am! When I listen to that old school reggae [not to be confused with dancehall], I just gloat! ",1
351932,Leaving now... woooop on my bike. ,1
1376552,"is feeling restless. gawd, im missing cinta fitri again ",0
1408095,@WerePaladin good for you! I have my BS in business admin w/ an option in management. ,1
233900,I do not want to get up at 5:30am for stupid work tomorrow ,0
729386,"@oseverson nothing can really help, just write about, ot talk about to get it out the right way ",1
1006263,yayay finally tanningg outsidee ,1
921499,@DavidArchie I know! It's horrible! I get a lot of bad headaches ,0
41617,@redhead1904 LOL nothing else to do up here. My tv is broke ,0
927538,I ate too much. Now my tummy hurts ,0
1249201,@AnnLinny  I'll try to get back to your e-mail as soon as I can! I won't forget!! Even if it might take me a little longer!!! miss you ,0
253007,has at least 30 bug bites on her legs ,0
1351348,"@nandahhxD ily too &lt;3 haha. floralsyyy, omg im saying her name, pshhh like i caree. sup bbz? ",1
1257325,is officially done her junior year even though she has to make a few stops at school next week. ,1
1382065,at brittany's house and getting ready to leave. i'm gonna miss this girl! ,0
1013882,@Alleefoshow haha.  i do too.  we'll do it together!  ,1
881157,watched Hancock and is still processing the weirdness. Maybe while I am asleep... good night all ,1
711585,#HealthChallenge - 99.2 pounds gone now total this week! .8 away from 100!  Hopefully I'll meet and beat that goal this coming Saturday!,1
654066,"Ah, so nice to see that my avatar and background page has been returned to me. Something to be said for ignoring problems after all. ",1
1482091,My Twitter Texts aren't being delivered this morning ,0
776973,@FoxWhisperer But I did say that I liked your new pic ,1
322959,@rajskub Not only dig the show - already going through withdrawls and the finale hasn't even aired! It's gonna be a rough summer ,0
678523,baking all morning. then headin over to the mieleki's for the cookout!  so excited to see everyone!,1
777388,Ended up only working 4.5 hours today.  Not too bad  I enjoy my job.,1
989585,cant wait to get fucking crunk for Six Flags &amp; @seanprodigy911 birthday. ,1
199085,@youretrash_x ppl LOL help me  I really want them to leave ,0
165275,@Karen230683 from getting to know the real person behind the learning disabilities! The Duffy family have every reason to be proud!  xx,1
887344,on brothers laptop cos mine takes like 40 minutes to turn on  cant believe she never told me that she was dating him btw :o in (L)? ,0
445284,@sharlyn_lauby You are one traveling lady ,1
1170471,@Sophie_xo I need you back too! I miss you ,0
496402,"watching a weird movie, doomsday, not sure if i'm giving it the thumbs down yet pretty violent ",0
881430,@tezi_soch @officialnjonas u want me to tweet but i have to study maths miss julia will hate us EVEN MORE ,0
480965,@etsob I just realized I am on my way to Baltimore then   But you should definitely see if you can go - it looks good!!,0
86867,"@tashalogan Its text, but ill twitpic it later ",1
386634,Feeling kind of hungover...it's the day after and the fun's all over ,0
87878,dropped one of my headphones into a cold cuppa last night - it seems a little quiet this morning ,0
712032,watchin eastenders!!  x,1
757865,@DonnaFox oooo that's a good name for an 'exercise' haha. I'll elaborate next time ,1
1443940,Summer is almost here ,1
538866,Got some new skinnies todayy  They're abit big for me though :|,1
838853,New tattoos tomorrow people  ..... pics up soon,1
944158,@jordanknight wish I was seeing those new routines this summer but prob won't be unless the dates down south r rescheduled ,0
560594,Did anybody know that &quot;The Little Mermaid&quot; was on broadway?? OMG! Pissed I missed it! Found out by randomly reading an old Ebony ,0
463055,gust gettin ready for school ,0
22916,@xamylouise haha naw thats no good  well another time then (:,0
445764,@theweddingdiva I'm waaaaay up. I didn't buy my tix until last Friday  318,0
1437161,"WOW, so are bloc party! ",1
34290,always busy with this task..arrrgfhhhhh ,0
480061,not looking forward to giving bella another bath 2morrow.... she smells of rotten bones!!! ,0
997080,"@mcflyharry heeey, don't make joke of your fans  HAHAHAH",0
15573,just got back from the gym and just had a subway's turkey-breast on parmesan oregano. wheee tasty ,1
365588,"@iamMarkRonson it sounds sweet, might purchase the album myself  p.s. hows rob (robbie williams) doing? any news on his new album? ",1
822737,Another lazy Sunday... another perfect day to shop Twitter feeds for cute boys. ,1
1015975,Where did the sun go? ,0
1578769,"@SOPHisticosity Nahhh, cba man ",1
540738,@anorangegal You've got mail ,1
977235,@joiskol  being in your room makes me sad.,0
874881,says it's a roller coaster ride...  and  http://plurk.com/p/tr7m4,0
165532,@mariedigby another single out? nicee I like 'symphony' ,1
166777,@markus151 doubt it  tear. lol,0
734531,Twitpic down  and I was going to share my favourite robot-human-lovbers pic ;-),0
1448003,@jessemccartney I would love to see you in the rain.  have fun.,1
1435506,@taiiiiii I'm dumb but you left it. Simple bitch. Write another!! ,0
916778,Sadness is a necessary evil in life; it gives us reason to remember and appreciate the things we lose ,1
868402,Yes! Done with Wolpert's thing ,1
1061779,Is not in a bad mood. Was just playing around with her.  I hope she isn't mad at me..I love her and hope to chat with her later!,0
228638,is home. Watching Saw 3 and having some much needed wine  tonight was ok.,1
703046,"been a good day. haven't got a lot of work done, but making progress in my head... ",1
405076,@tomoka0013 Do you make them completely from scratch or do you just make the filling &amp; buy the wrappers? I lost my recipe. ,0
1402739,@roxyolin Call me  You disappeared.,0
1549411,"I GOT A HAIRCUTTT  it's short, but i love it .)",1
571150,found the awesomest community @ livejournal - gossip girl clothes and stuff.   its all sooooo expensive though ,0
874910,@pupmup Because I'm just a tad bit obsessed... ,1
103565,"Got a very upsetting, but long overdue wake-up call tonight. I've gained so much weight NONE of my summer clothes fit. At all. Damn... ",0
36941,@BigDaws ok.. thats cool.. hope the weather is cold just for you.  lol  ,1
78288,@mileycyrus http://twitpic.com/7f5fy - This pic is great  Your smile is pretty ,1
341797,"Lookin so forward for MTV Movie awards, paramore up for an award for twilight. Cum on paramore !!! ",1
1244663,@SiobhanBulfin thought you might like it seeing it's absent of meat ,1
1532407,"Cinnabon's remind me of papa, I miss him. I feel bad for missing fathers and mothers day. But I really wanna do this  Srry lovely parents.",0
365310,@mysticspoonful Very cool!!  Looks like fun ,1
312080,Get him Tommy Bahama for 1/2 off it's $148 for a panel back embroidered we have em for $59.95-$79.95  heck even charlie sheen wears ours,1
908438,uh oh. i think i need to chop my fingers off  damn,0
1370937,such a nice sunny day.... ,1
153939,@manduhhmarie i cant. im on a diet! so you can ,1
1543182,@J2theP2 Let's be virgoobs together ,1
1096236,@prediketflowz Did you miss me today? I know you did buddy ,1
440090,@denyseduhaime It's nice to see that someone with such a large follower base can still take time to notice the small guy too. ,1
1176515,@arctic_penguin 700 people registered but they didn't come to the Summit. ,0
1573916,are all journeys full of surprises / disappointments...HOW DO YOU STAY MOTIVATED??? Weightloss is harder than child birth...Ughhh ,0
384082,the new apartment i'll b sharing with chelle  http://bit.ly/Kf8UD,1
43984,celebrated father's day today 'cus dad would out out of the country tomorrow  had fun with the fam...shopping and the eat-out,0
566706,Have to call my stepdad later for Father's Day. Wish my dad was still here. Really miss him. ,0
936491,"just got back from the Seminar by OEM CCT...so tired. Beside, gotta go to work tomorrow as well ",0
1573384,Packing up ,0
1005469,ill . and I miss my old time stories ..  http://myloc.me/2VSW,0
734549,@valerierenee you should have joined in on the party!  the more the merrier ,1
316194,I miss the boys ,0
307153,@KaylaJMS  i'm stalking them too! and other people ,1
705011,@ddlovato awesome ! i think that your tour is gonna be grat  i hope that you gonna have a good time in all that ,1
22509,@remmulpaidualc OMB my boobs  LOL,0
1212936,"Going to see my mom in the hoooooooooooooospital, kpce ",0
1335263,@buissereth ,0
648039,"@Chris_McG I've took a good old fix of Calpol, (hardcore or what?) normally eating habits should resume shortly. I don't want to go out ",0
1569088,"can't walk, my foot hurtts ",0
914239,fuck.  that was some serious procrastination.  back to work early am - so hard ,0
968824,http://twitpic.com/675tx Chatsworth was fun  River playings ,1
1024107,"@bryanBLG aww. poor bdooey. wish could be with you.  LOL. btw, me too. i'm now alone in my bed. i started trying being alone during night ",0
660411,@Vonnieee LOL =P not good enough  no Melina  lol.,0
1448595,@aShleY_YaCkS cool!!  yeah it was. i didn't c any1 go in the hot tub. it did look cool w/ the candles!!!!! ,1
1297920,Hey everyone. Follow me on tumblr.  yunakins.tumblr.com,1
1449098,@Shay_iz_Dope lol right... NO such thing as a personal life! ,0
758933,@iLiammm not enough money atm ,0
860060,Ugh. Feeling so sick ,0
702506,Ouchy all this revision is making my neck hurt ,0
893021,@LM_HyperIsGood okay sorry... *pouts*  haha kidding! xD,0
1489949,"@selenagomez I'm so sad  I really want that magazine cause you on there. just like you said, it was like a scrapbook of you and demi",0
554359,"Off to go see star trek with guillermo, kenny, and abel ",1
1552500,@oufdu75 ca dechire Fringe  as tu matter Knight Rider 2009 ?,1
785430,@gfalcone601 OMG! I'm so jealous! You're so lucky! I love him  Send him up my way next time?,0
1289631,@carli_chick I'm watching the cricket again. Hello.FB.lol  http://ff.im/-2ZXin,1
219579,"If I lived in the windy city, I'd be there in a heartbeat! Have fun and break a leg! ",1
1367322,Noooo i´ve to be here till half past four. Oh maaan thats lousy ,0
1372466,"@RonHermanDotCom Great hats!! How did you take off the green off your picture? I am too green, please help. Can't find answer anywhere ",0
414548,"we wanted 2 show up as a family. so, we waited. by the time he arrived, we had only an hr left &amp; his booth was sold 2 some other partiers ",0
408812,"Laptop is knackered, struggling to get it back online ",0
1139424,ugh lifes a bitch wishing things could just go great for me ,0
735977,@BondServantLZ i can't ,0
814553,Ughhh. Need to go outside and finally finish my project ,0
1283629,@TimmyCarhart whats ur source that MJ is at centrestaging? or have u seen him there? ta. ,1
426433,"10:30 am, I probably only got 6 hours of sleep at most. And I'll be painting all day. This is gonna be rough ",0
1306400,Cleaning my room up a bit&amp; jamming to The Offspring ,1
878289,Tonights truffle project did not go as planned ,0
259879,@zaheyraw ohhh im sorry  thats never easy.,0
1218046,"work, hospital, sleep...repeat ",0
166962,"@celeryjacket hehe thanks Nat, probably the first and last time I ever will. Ah I pity myself so much! ",0
650808,ooooohhhhhh how i love the beach and the pretty boys! ,1
540931,"urgh, piss off kfc. not working until yu give me a facemask. defs dnt want to go to the doctors, could be swine ! ",0
736103,"@joefeser Hey, Edit Plus is my favorite too! ",1
502316,"tired. kinda bored.. {so dont think you'd ever have a shot, cause if you had a shot you'd miss completely  haha}",1
1436730,@lilabakar sigh... i wanna go... send me an air ticket! ,0
264851,"@lisa24270 Like your new hair do, I saw it on FB ",1
1440452,pleased with the theme of my new project ,1
229669,Growing up is hard. ,0
1182521,@jamesbmarshall I had forgotton you worked there  I must say hello properly!,1
23451,"@Simon_D_Spencer Ahh, sweetie, it's called AGEING...though, of course, for some, it comes sooner than others ",1
65012,@SoulIsTheGoal I wants a ferret ,0
324863,went to a hip hop dance class at the gym that was not that hot ,0
12622,Lol lol you maybe but not me  lol   {nucleus+nutrients+love}= Nicole,0
477046,"where the fuck are we! its so dark and cold, with no life ",0
474168,@DivA_G wish I would've seen your tweet sooner I would've asked you to come join us ,0
435441,"@durhamregionbby btw, I'm ashamed to admit I cannot tell who that is in your picture   I'm going to guess Alice based on clothing and age",0
1454175,Went out for lunch...overstuffed myself....now more sleepyyyyyyyyyyyyyyyyyyyy ,0
1316733,"Soooo looking forward to tomorrow.  Well, actually, today. =P I need to get some sleep!",1
441995,Probably my last country concert in NC! ,0
1103150,@clubberlang09 @damondnollan I thought u had my back damond! I see the IT brothers stick together  I didn't do anything wrong ,0
1152503,I don't want to go home ,0
561316,The book I was reading and my camera are all wet ,0
643980,Just can't sleep.  But everyone is sleeping. ,0
378007,@Knightwriter that's @StoryOfMe  Tammy  Love her!!,1
771476,"@ARDELLd  Well you are right. When I get lock fall out, I am penalized in my wallet. So does my company. It's the new world ",0
783737,@twinkle47 omg lol too cute ,1
765571,"I'm so sad  i just can't resist anymore. I'm go to the school haha. Find my friends,Thais and Mandy i love you!!! xoxo",0
86284,@cajoolie Awesome.  Where at?,1
750139,&quot;I killed my mother&quot; tonight at Maison du Cinéma with Alexiiiiina  Yeah!,1
932851,whatching thats so raven even though i have homework sigh ,0
45177, work again,0
1304466,"Cant sleep, not tired  ..............................",0
259895,@mrsteveharvey thanks for writing your book... I loved it... alot of great advice&amp;insight.. keep up the good work+ you're funny as hell! ,1
1433443,Such a perfectly bittersweet Sunday. Please don't end ,0
1402219,"busy, busy day! Time for some hangin' out on the patio while the grill cooks our dinner ",1
730043,@lilmissfootyfan I have added your hubby to ze list! ,1
212692,blehh. i dont wanna go back to schooooool  5/6 weeks-ish till summer holidays though. XDDDDDD,0
1081012,Car trip to bondi ... Canadian Club &amp; Dry to keep us company ... Thanks for driving Aiden ,1
1033129,"@Roryjames No, it happens to all of us, f*****g connecton ",0
646086,woken up to a wonderful day YAY! ,1
810395,Amanda coady is so indescribable - when can i fully understand her? I wish I had a piece of her brain  *rewriting research proposal again*,0
670434,working inventory!!!!! ,0
461869,@jobrosluva Holy Moly all of a sudden I want a mocha frap!  Oh thanks for talking about Mocha Frapps all the time cuz like maybe a week,1
1228078,going to school soon ...i dont really want to go ,0
745843,Had to report to court this morning (jury duty). Was running so late had to pass on breakfast. I NEVER pass on breakfast ,0
471597,"Oh hey there, Sun. There you are. Missed ya this weekend ",1
923857,@caroliiiina i never have any time to go anywhere! haha. but im done with soccer for a while ,1
414947,@caseystratton Totally.  Well I'm becoming a snob as soon as we sign a new lease ,1
204903,"@FeliciaSlattery ease of use, better camera, syncs w/iTunes, smaller (I looked at Storm), more eye-appealing &amp; not clunky. -just a few! ",1
217140,agh this is so fucking weird ,0
76297,My cat had to be put down. Stupid neighbors ran him over with their truck. ,0
1081023,"is watchin desperate housewives  i'm soooo tired, may go back to bed soon! X",1
1077762,Doing homework...aghhhhhhhhhhhh i dont freakin care what the egyptians did! ,0
319088,Is wondering what's good tonight ..I'm bored ,0
439598,"@ZazzleSaMack I know these words well. If you mean them, they can make magic happen!  ",1
1034496,"Dear 17 Again, While we appreciate the Harry Potter reference, no one knew what a Hippogriff was in 1989. ",0
1420617,"@setorii amazing class, thanks for bringing me, I feel great!  keep me in the loop for tmr, time, what I need to bring etc!  XO",1
175490,"depressing, pressuring, irritating day for me today... ",0
326,Networking went amazingly well ,1
1412936,"@didjital73 aww, random phone calls/VMs are the best. ",1
442222,Going to bed not feeling so great ,0
1572060,@laaaaaa; he cant see our tweets remember? Noob ,1
352683,"Everytime i close my eyes, my nightmare from last comes back to haunt me ",0
873033,"havent been on this in a while, just waiting for friends to come on, then gavin and stacey! ",1
1223380,"@clintwong Wong, stop being such an enabler.  ",0
761136,DYING. programming gives me headaches! which coding is for which again? ,0
239383,@adammaanit *wonders too!* I loved Amsterdam's tram system / bike lanes / canals / frozen lakes / cakes / street art.. ,1
825284,Is so ready for New Noon to come out ..... Ugh ....its so far away ,0
77991,Eating Mum's home made frozen youghurt yummy  watching EE,1
1190482,@TVAmy  they are about to launch beta 3 for uber twitter. maybe that will fix some of the issues.,0
1487455,Going to target to get the JB cd ,1
1463846,"Ok its official I wanna marry Booth! lol as my husband, but wife i think u know ",1
1001911,A sparkling Glitter sky... Hmm Makes me think about champagne!!  Any1? ;-),1
788641,Bad sleep night-long periods of being awake. Throat sore and tonsils obviously swollen. Great-on a long weekend no less. ,0
634503,@debaucheddiva Heck yeah! ,1
299275,I'm really missing my real friends back home  BUT happy I will soon make new ones!,0
189023,"Pop, block n drop it.. pop, block n drop it..... ITS STUCK IN MY HEAD!  stupidd songgg ",0
1467545,"@Danime, YES! Glad you understood. Except I'm real and true. ",1
78805,First generation guy has died  Started out 2nd generation now! (Virtual Families talk lol),0
191583,"@ladymaryann good, I got an O2  no internet and I want a Nokia",0
1414205,@JakeasaurusRex I can no longer have slumber parties at your house ,0
1432477,Is off to driving school till 4.   [liViNG iN FAST F0RWARD],0
245789,i missed the wedding ,0
1558950,Readingggg....@stephaniefarah nottttt nice!! ,0
1473436,is finally feeling better ,1
39476,@methodphoto I think you need to define what you mean by 'clue'. Won't be at WWDC this year ,0
675075,@mumbrella yes but i'm disappointed with adam hills ,0
1178108,reading Eclipse that i put down last december and am picking up again ,1
1220042,@CHactingNYC Haha...poor you  Man I love fries! I want some.,0
842140,MMS support from AT&amp;T coming in late summer. MMS is not supported on first-generation iPhone. (Apple) This dissapoints me... ,0
1541377,@SabrinaGee they are devilish pictures. well most if not all. ,1
1124404,Still blogging. Just in case you all wanted an update. ,1
46497,is doing the house work today trying to take me mind off it all ,0
778663,"i give all lucks to my rolemodel Kristen Stew. I hope u win dear, You really, really deserve it. ",1
1284765,"fighting a bad swollen, painful throat and headache. ",0
1042484,Headed back home...the computers at the library have a timer  at least i finsihed one assessment,0
128567,@mindywhite fantastic show last nite ,1
369670,No new iPhone 3G S for me - declined credit for second contract as self employed and can't buy out existing one in-store ,0
415201,"I want to sleep, but I should study ",0
1045887,@LittletonStudio @ksantini Thanks!  Very cool ,1
1015174,@itstayce haha yupp!  go us!! ,1
1567413,I got so much done this weekend! Feeling accomplished for a change. ,1
498438,@Vactor he will be my favorite part of that movie ,1
917861,@crecenteb treasure those moments  I'd say go for infamous. Are you planning on giving us a review?,1
68945,high pollen in London today....can't go out ,0
533448,@fleurzter yes kind a ....Itold her I love her and she was like  its cute but I can´t........,0
1555551,"@balmeras - hey, I tried to respond to the wine invite yesterday, but issues with Twitter.  ",0
1144933,"@cleftmommy0217 Aww miss you too! I'm not sure about the whole thing either, but what the heck... learn as you go! ",1
1506112,About to get some work done...I am still amazed how people will pay six figures for a website!! too bad this is not my client  lol!,0
1266169,"Science Quiz and two essays? Um, I don't wannnnnna. ",0
66174,@kinkychicken Yay! Got someone to laugh today! ,1
202083,@jweaks less is more ,1
1482937,"@mrslizz yes, that one and I didn't get it ",0
467323,"@aplusk that smiling doll is freaking me out, scarier that chucky, sleep with one eye open just in case ",1
1223779,@wilmir i know eh @homersimpson  hes my hero only if he was real  lol,0
543496,@zenrhino It's usually good but sometimes it does not comply  There's a DestroyFlickr?! Replacement for the woeful Flickr Uploadr?,0
1460825,@unique77 first time in my life I can say I hate you ,1
487671,@MsRobynP YEP BUDDY ITS A BEAUTIFUL DAY LIKE HOW YA SMILE IS ...... KEEP IT THAT WAY SWEETS AND KEEP THAT ON &gt;&gt;&gt;&gt;&gt;  LOL,1
82662,All the times u took me to watch a movie ,0
393446,@creativivi I'm afraid it's option #1 ,1
492066,i confused the userpics of @WHOmagazine and @NWmag.... ya'll might wanna change that.  @FAMOUSweekly has won my heart this week!,1
1251729,Watching &quot;Ang Cute Ng Ina Mo&quot; just for laughs. I must agree that Ai-Ai &amp; Eugene's chemistry/tandem is soooo hilarious. ,1
549678,@simonssistasays Not good shue. He has pneumonia now. It sounds awful but the docs say its just a matter of time. Its not very nice. ,0
307342,@nataliejanette Im so jealous that Im not going to blogher ,0
1278051,reblog if you love arttm - laurenhawks: it’s more than love  http://tumblr.com/xks1wzkeb,1
1560775,"@amiraruzuar HAHA you @replies yourself, dumbass ! but yea, but not much anymore now ",0
82172,"I LOVE THIS SONG! http://bit.ly/acFSo  haha, it didn't get many votes though  haha",0
39888,I lost the game! ,0
1483335,"As of now, finally being home, am renting 2 apts..why..cause its for for a bit i guess.. ",1
1308153,@ohemgeerachelle  let's go job hunting together!,0
494594,"I'm alone and lonley  guess it's just me and the tv, and maybe a bag of chips!",0
1374832,Omg it's raining like crazy  the streets are full of water http://twitpic.com/6oyud,0
845117,@CurseZeit ,1
561497,great day of sport ahead. Pool match then a1gp and rugby! Probably see none of it! ,1
1367750,Office moment: U r last 2 sign a co-worker's farewell card &amp; there is no space left &amp; all the witty things are already said ,0
978243,@kirstykay Yeah that's the only thing cause prepaids are so expensive outright  I'm hoping 3 will be able to change my plan over D:,0
593558,"we'll get the same hotel-room like last summer, wohoo!!! ",1
968288,Hope everyone's having a great week so far! I found out I may need a root canal but other than that life is good! ,1
1453916,"@Itxi_Itx I think so. I logged on to find some of 'the boys' in green, got no better reason NOT to turn green and support them... ",1
186363,Twittering- Like the rest of you birds. ,1
493082,@thechicagored @southsidehitman night you two  i feel like i'm in a raison bran commercial - two scoops ... ,1
301736,"@elanlohmann let me know how that gym concept works out for you  Come play touch with us, you have fun while working out.",1
72160,"@chantelleaustin i just wasn't thematically plugged in with your blog  (I work for a weather company, so you have to pardon me)",1
393789,@myragolden Thanks a bunch! ,1
1248897,I wanna work out but I straightened my hair today. ,0
161503,@aninpradithia gak tau ninku. semuanya bandel. I'm totally losing my soul ,0
1111249,@jesjosie don't dis the WH!!    ,1
1130943,"@BeebeONE Off to the beach again hey, how's the back ",1
373504,"@AmerDelic i hope gael or gonzalez can pull this off, actually ",1
1133616,@jmorey Same here. Totally sucks. ,0
1412338,@mustntgrumble@chorale  You are up early. do you have a busy day ahead? always up early but this morning i go to work makes it different ,0
50981,"@Caffeinified Yeah. My Family runs a &quot;pick-ur-own&quot; patch. 4,000 Strawberry plants. LOTS Of strawberries! ",1
120665,pathetic. really had to message him para matigil ako. hehehe. hay hay hayyyyyyy ,0
874498,"@docky Okay cool thanks Dock!  I'm glad you think it looks good, I'm still learning/adapting to trying out a new style.  tyvm ^___^",1
1148254,rubbish day + now a rubbish mood ,0
405174,just watched the naked kitchen.. very sweet.. ,1
1056523,@JonathanRKnight Hey! I thought there was a pool party at your house today? Nothing to do between 5 and 11?  Andrea,1
1084290,@iamjersey  Nope. You're not coming to Vancouver.,0
823694,@itshooks OUCH! That is not pretty. Hope it didn't land on anything too important like your toes. ,0
176969,Has way too much to do over the next month. ,0
819269,I feel like im that girl in the movie hes just not that into you  haha,0
515388,Oh Serenity was so freaking good!! Kind of sad. ,0
711922,It is a beautiful sunny day today... of course all 3 Skidmore's are sick. ,0
1470872,@badnewsbeerz I'll be there coach!!!!!! ,1
1045580,@thisisjaymie I've been way too busy for my site this week  It makes me feel really guilty when I look at the visitor count and lack of...,0
34528,@heartsandclefs ,0
1187742,@cmellmer  How long have you been on twitter,0
1290722,@mollymoon beautiful weather means lots of ice cream! ,1
1450825,@justinkblack you are correct. I don't doubt my independence... i just doubt the quality of dating in LA. ,0
1562030,"@themoviefight Glad to see you back!  And I believe I am your first voter.  Second question has no choices, though ",0
1291193,My knees hate me... first my left one that needed surgery now my right one that hurts so much I don't want to walk on it ,0
170305,@greenparty_ie Pioneers always do well after an extinction boundary - I wish you every success ,1
622784,"Shoo mosquitoes, don't bother me. June in Miami = Mosquitoes and rain ",0
862988,@urshalicious aww  well how about shooting inside??,0
873216,@TattooedPixie sweet thank you  pixie,1
467570,I thought i had found the tape with my elzhi shoutout on from 2003...turns out it's just college work ,0
89970,gmunden:wels 1:1  www.abl.at,0
648014,Wanted to go out but afraid of giant black clouds above the house... ,0
382629,Talking to the lady from the courier and press ,1
1126867,@reesh heyyyyyy want to hook it up!! lol ,1
984306,"Oh, and I really do know how to spell just.  ",1
1016618,@mollieandjackie Love and Theft is AMAZING! They opened for Taylor Swift back last year!!! Miss ya'll!!! ,1
702343,"is on his way to church for RR setup! God will refresh my spirit, and renew my strength! ",1
1174012,At the beach...trying to relax...nice night ,1
933453,@claudiawinkle will watch on catch up love it but have to watch supernatural tonight mmmm sam and dean!!!  x,1
381316,@johnrillie Not good because the NBL will miss out on seeing the best 3 point shooter in Australia not play ,0
1496614,ughhhh boreedddd!!!!!!!!!!! Wish i could be with mah soldier  mmm lol,1
448866,@glia I love the 1.4 ,1
715858,Nothing much to do.Watching Alton Brown's Good Eats.One of the BEST SHOWS EVER! ,1
1577106,"EEP time...  tarzan, here I come.",0
1158647,it's raining all the day  thats so sad,0
520171,'Had a really crummy start 2 my day but my Tweeps &amp; my online buds really put a smile on my face.  Thx - you're the best!  ,1
1543610,picture to burn - taylor swift!    great song! ,1
1559154,"@simonpoulter at least, he already had some English lessons. Let's see if he brings Clarence ",1
337305,"last night was abit shit, but my house smells of boys so thats an upside  x",1
415027,"I wanna receive reply from Wouter Hamel. But I can't English very well  I envy them!! So, I can't sleep right now..  부럽다!! 답장받�?� 사람들�?� ㅠ0ㅠ",0
215550,@Em_Love i agree with you em. ,1
634094,i has a dumb phone. ,0
417609,"Dear Philippine Fashion Week, I need to wash my laundry today.  http://plurk.com/p/x4ksp",0
1369050,ughhh i feel sick again ,0
854821,@42istheanswer Not yet.    ,0
1544717,@ssowy can we have a complementary copy of EasyTweet? ,1
474845,I know I'm drunk when I'm seeing double ha lol escape reality folks lol it sucks ,0
286914,Were bout to drive thru the sketchiest storm maybe we shoulda held off on dallas for a day or two. Haha I need to find my Burberry case. ,0
478757,is it bad to pray for a miracle so i can get tickets to britney's sep. 4 atlanta show? it's all i want in the world for my birthday ,0
1571731,"@Xanthetwirls It might not be their cuppa, but man, get over it. I hear the same kind of thing about mpreg. Mine is damn good, so there ",1
1380822,I seriously need some sleep ,0
1571099,@hel_no I know. The Kid is on their membership but I'm not.  Makes me sad.,0
1030944,Excited to hear dates of The Sats &quot;Work&quot; signings!  @jaynecollinsmac,1
1256775,@claud_ineee I guess we'll just have to wait ,0
1297222,@yosoyian GOod night to you! ,1
189816,The main exports of the African country of Niger are uranium and chickens. (via @qikipedia) ,1
201634,@KatyParis and me i can't find pitou between my legs ,0
279093,@FrankieDonjae Lucky! I'm getting mine Friday  Can't wait!,1
